East,North,Elevation,Var_1,Var_2,Var_3
   256.029,   544.458,   -13.755,     0.588,     0.305,     0.287
   256.231,   542.943,   -15.284,     0.554,     0.293,     0.256
   256.433,   541.428,   -16.812,     0.579,     0.286,     0.248
   256.635,   539.913,   -18.340,     0.626,     0.282,     0.249
   256.837,   538.398,   -19.869,     0.648,     0.292,     0.228
   257.039,   536.883,   -21.397,     0.630,     0.265,     0.237
   257.241,   535.368,   -22.926,     0.641,     0.272,     0.252
   257.443,   533.853,   -24.454,     0.599,     0.258,     0.257
   257.645,   532.338,   -25.982,     0.625,     0.258,     0.265
   257.847,   530.823,   -27.511,     0.592,     0.282,     0.274
   258.049,   529.308,   -29.039,     0.608,     0.299,     0.264
   258.251,   527.793,   -30.567,     0.607,     0.314,     0.279
   258.453,   526.278,   -32.096,     0.620,     0.323,     0.282
   258.655,   524.763,   -33.624,     0.641,     0.301,     0.294
   258.857,   523.248,   -35.152,     0.671,     0.321,     0.319
   259.059,   521.733,   -36.681,     0.749,     0.312,     0.331
   259.261,   520.218,   -38.209,     0.723,     0.309,     0.316
   259.463,   518.704,   -39.738,     0.684,     0.292,     0.329
   259.665,   517.189,   -41.266,     0.636,     0.292,     0.310
   259.867,   515.674,   -42.794,     0.641,     0.310,     0.295
   260.069,   514.159,   -44.323,     0.600,     0.294,     0.286
   260.271,   512.644,   -45.851,     0.591,     0.309,     0.270
   260.473,   511.129,   -47.379,     0.629,     0.312,     0.267
   260.675,   509.614,   -48.908,     0.671,     0.300,     0.256
   260.877,   508.099,   -50.436,     0.640,     0.300,     0.242
   261.079,   506.584,   -51.964,     0.669,     0.301,     0.258
   261.281,   505.069,   -53.493,     0.711,     0.296,     0.278
   261.483,   503.554,   -55.021,     0.669,     0.281,     0.268
   261.685,   502.039,   -56.550,     0.638,     0.269,     0.274
   261.887,   500.524,   -58.078,     0.613,     0.273,     0.269
   262.089,   499.009,   -59.606,     0.652,     0.285,     0.267
   262.291,   497.494,   -61.135,     0.655,     0.269,     0.264
   262.493,   495.979,   -62.663,     0.643,     0.266,     0.286
   262.695,   494.464,   -64.191,     0.686,     0.285,     0.277
   262.897,   492.949,   -65.720,     0.734,     0.300,     0.265
   263.099,   491.434,   -67.248,     0.746,     0.304,     0.292
   263.301,   489.919,   -68.777,     0.753,     0.301,     0.301
   263.503,   488.404,   -70.305,     0.801,     0.297,     0.315
   263.705,   486.889,   -71.833,     0.820,     0.291,     0.318
   263.907,   485.374,   -73.362,     0.795,     0.314,     0.297
   264.109,   483.859,   -74.890,     0.778,     0.332,     0.284
   264.311,   482.345,   -76.418,     0.846,     0.327,     0.291
   278.110,   633.096,    -0.000,     0.650,     0.331,     0.345
   276.435,   632.353,    -1.832,     0.659,     0.314,     0.347
   274.760,   631.610,    -3.664,     0.697,     0.309,     0.324
   273.085,   630.867,    -5.496,     0.684,     0.285,     0.312
   271.411,   630.124,    -7.329,     0.671,     0.306,     0.326
   269.736,   629.382,    -9.161,     0.662,     0.307,     0.294
   268.061,   628.639,   -10.993,     0.647,     0.310,     0.307
   266.386,   627.896,   -12.825,     0.619,     0.330,     0.311
   264.712,   627.153,   -14.657,     0.611,     0.300,     0.283
   263.037,   626.410,   -16.489,     0.632,     0.284,     0.324
   261.362,   625.667,   -18.321,     0.659,     0.292,     0.327
   259.687,   624.924,   -20.153,     0.661,     0.295,     0.330
   258.013,   624.182,   -21.986,     0.644,     0.271,     0.335
   256.338,   623.439,   -23.818,     0.611,     0.295,     0.326
   254.663,   622.696,   -25.650,     0.635,     0.310,     0.312
   252.988,   621.953,   -27.482,     0.598,     0.300,     0.353
   251.314,   621.210,   -29.314,     0.608,     0.296,     0.329
   249.639,   620.467,   -31.146,     0.629,     0.296,     0.305
   247.964,   619.724,   -32.978,     0.592,     0.316,     0.281
   246.289,   618.981,   -34.810,     0.641,     0.299,     0.280
   244.615,   618.239,   -36.643,     0.647,     0.276,     0.266
   242.940,   617.496,   -38.475,     0.636,     0.292,     0.258
   241.265,   616.753,   -40.307,     0.626,     0.302,     0.241
   239.590,   616.010,   -42.139,     0.593,     0.293,     0.225
   237.915,   615.267,   -43.971,     0.554,     0.305,     0.228
   236.241,   614.524,   -45.803,     0.600,     0.302,     0.221
   234.566,   613.781,   -47.635,     0.590,     0.283,     0.220
   232.891,   613.038,   -49.467,     0.611,     0.263,     0.223
   231.216,   612.296,   -51.300,     0.610,     0.304,     0.234
   229.542,   611.553,   -53.132,     0.568,     0.263,     0.241
   227.867,   610.810,   -54.964,     0.578,     0.265,     0.242
   226.192,   610.067,   -56.796,     0.579,     0.271,     0.241
   224.517,   609.324,   -58.628,     0.569,     0.271,     0.243
   222.843,   608.581,   -60.460,     0.565,     0.276,     0.255
   221.168,   607.838,   -62.292,     0.540,     0.264,     0.245
   219.493,   607.095,   -64.124,     0.512,     0.267,     0.261
   217.818,   606.353,   -65.957,     0.468,     0.263,     0.249
   216.144,   605.610,   -67.789,     0.454,     0.247,     0.278
   214.469,   604.867,   -69.621,     0.485,     0.237,     0.240
   212.794,   604.124,   -71.453,     0.437,     0.236,     0.261
   211.119,   603.381,   -73.285,     0.413,     0.239,     0.244
   209.445,   602.638,   -75.117,     0.436,     0.231,     0.244
   207.770,   601.895,   -76.949,     0.431,     0.219,     0.246
   206.095,   601.153,   -78.781,     0.468,     0.242,     0.238
   204.420,   600.410,   -80.614,     0.509,     0.242,     0.273
   202.746,   599.667,   -82.446,     0.534,     0.245,     0.271
   201.071,   598.924,   -84.278,     0.602,     0.245,     0.282
   199.396,   598.181,   -86.110,     0.513,     0.253,     0.271
   197.721,   597.438,   -87.942,     0.493,     0.240,     0.251
   196.046,   596.695,   -89.774,     0.506,     0.236,     0.260
   194.372,   595.952,   -91.606,     0.514,     0.247,     0.253
   220.885,   603.169,    -0.000,     0.562,     0.261,     0.314
   219.488,   601.750,    -1.992,     0.542,     0.272,     0.287
   218.091,   600.330,    -3.983,     0.570,     0.302,     0.287
   216.695,   598.910,    -5.975,     0.543,     0.301,     0.265
   215.298,   597.490,    -7.967,     0.598,     0.307,     0.248
   213.901,   596.071,    -9.958,     0.624,     0.284,     0.257
   212.504,   594.651,   -11.950,     0.529,     0.263,     0.240
   211.107,   593.231,   -13.942,     0.507,     0.270,     0.269
   209.710,   591.812,   -15.933,     0.522,     0.286,     0.277
   208.314,   590.392,   -17.925,     0.480,     0.242,     0.275
   206.917,   588.972,   -19.917,     0.483,     0.260,     0.296
   205.520,   587.552,   -21.908,     0.488,     0.229,     0.275
   204.123,   586.133,   -23.900,     0.467,     0.217,     0.255
   202.726,   584.713,   -25.892,     0.471,     0.224,     0.270
   201.329,   583.293,   -27.883,     0.495,     0.217,     0.250
   199.933,   581.874,   -29.875,     0.468,     0.221,     0.263
   198.536,   580.454,   -31.867,     0.484,     0.249,     0.244
   197.139,   579.034,   -33.858,     0.522,     0.232,     0.223
   195.742,   577.614,   -35.850,     0.476,     0.224,     0.244
   194.345,   576.195,   -37.842,     0.456,     0.201,     0.241
   192.948,   574.775,   -39.833,     0.450,     0.194,     0.256
   191.552,   573.355,   -41.825,     0.450,     0.206,     0.259
   190.155,   571.935,   -43.817,     0.479,     0.224,     0.244
   188.758,   570.516,   -45.808,     0.474,     0.225,     0.259
   187.361,   569.096,   -47.800,     0.459,     0.214,     0.239
   185.964,   567.676,   -49.792,     0.427,     0.198,     0.222
   184.567,   566.257,   -51.783,     0.490,     0.233,     0.220
   183.171,   564.837,   -53.775,     0.524,     0.222,     0.212
   181.774,   563.417,   -55.767,     0.495,     0.227,     0.220
   180.377,   561.997,   -57.758,     0.507,     0.225,     0.230
   178.980,   560.578,   -59.750,     0.456,     0.229,     0.212
   177.583,   559.158,   -61.742,     0.435,     0.221,     0.236
   176.186,   557.738,   -63.733,     0.431,     0.222,     0.258
   174.790,   556.318,   -65.725,     0.425,     0.242,     0.226
   173.393,   554.899,   -67.717,     0.418,     0.261,     0.219
   171.996,   553.479,   -69.708,     0.414,     0.242,     0.208
   170.599,   552.059,   -71.700,     0.326,     0.216,     0.210
   169.202,   550.640,   -73.692,     0.354,     0.213,     0.202
   167.806,   549.220,   -75.683,     0.369,     0.228,     0.210
   166.409,   547.800,   -77.675,     0.353,     0.231,     0.196
   165.012,   546.380,   -79.667,     0.329,     0.228,     0.214
   163.615,   544.961,   -81.658,     0.339,     0.218,     0.205
   162.218,   543.541,   -83.650,     0.334,     0.204,     0.205
   160.821,   542.121,   -85.642,     0.366,     0.219,     0.201
   159.425,   540.701,   -87.633,     0.344,     0.222,     0.205
   158.028,   539.282,   -89.625,     0.304,     0.204,     0.221
   156.631,   537.862,   -91.617,     0.337,     0.219,     0.219
   155.234,   536.442,   -93.609,     0.372,     0.238,     0.202
   153.837,   535.023,   -95.600,     0.378,     0.244,     0.205
   152.440,   533.603,   -97.592,     0.381,     0.241,     0.199
   151.044,   532.183,   -99.584,     0.404,     0.243,     0.189
   249.518,   695.709,    -0.000,     0.607,     0.259,     0.261
   250.931,   694.403,    -1.924,     0.559,     0.253,     0.291
   252.344,   693.097,    -3.848,     0.543,     0.265,     0.317
   253.757,   691.791,    -5.772,     0.563,     0.299,     0.310
   255.170,   690.485,    -7.696,     0.602,     0.283,     0.308
   256.583,   689.179,    -9.621,     0.589,     0.283,     0.297
   257.996,   687.873,   -11.545,     0.578,     0.289,     0.280
   259.409,   686.567,   -13.469,     0.563,     0.310,     0.280
   260.822,   685.261,   -15.393,     0.573,     0.313,     0.254
   262.235,   683.955,   -17.317,     0.566,     0.312,     0.270
   263.648,   682.649,   -19.241,     0.594,     0.307,     0.280
   265.061,   681.343,   -21.165,     0.599,     0.294,     0.260
   266.474,   680.037,   -23.089,     0.572,     0.304,     0.261
   267.887,   678.731,   -25.013,     0.548,     0.311,     0.269
   269.300,   677.425,   -26.938,     0.547,     0.343,     0.297
   270.713,   676.119,   -28.862,     0.534,     0.317,     0.304
   272.126,   674.813,   -30.786,     0.605,     0.327,     0.315
   273.539,   673.508,   -32.710,     0.656,     0.316,     0.310
   274.952,   672.202,   -34.634,     0.624,     0.311,     0.320
   276.365,   670.896,   -36.558,     0.644,     0.306,     0.286
   277.778,   669.590,   -38.482,     0.651,     0.324,     0.277
   279.191,   668.284,   -40.406,     0.660,     0.334,     0.294
   280.604,   666.978,   -42.330,     0.628,     0.349,     0.300
   282.017,   665.672,   -44.255,     0.681,     0.331,     0.314
   283.431,   664.366,   -46.179,     0.717,     0.339,     0.304
   284.844,   663.060,   -48.103,     0.726,     0.357,     0.332
   286.257,   661.754,   -50.027,     0.724,     0.379,     0.317
   287.670,   660.448,   -51.951,     0.725,     0.378,     0.308
   289.083,   659.142,   -53.875,     0.781,     0.357,     0.322
   290.496,   657.836,   -55.799,     0.782,     0.341,     0.341
   291.909,   656.530,   -57.723,     0.835,     0.352,     0.370
   293.322,   655.224,   -59.647,     0.856,     0.364,     0.397
   294.735,   653.918,   -61.572,     0.857,     0.374,     0.402
   296.148,   652.612,   -63.496,     0.813,     0.378,     0.351
   297.561,   651.306,   -65.420,     0.840,     0.374,     0.367
   298.974,   650.000,   -67.344,     0.797,     0.334,     0.329
   300.387,   648.694,   -69.268,     0.810,     0.322,     0.350
   301.800,   647.388,   -71.192,     0.723,     0.289,     0.360
   303.213,   646.082,   -73.116,     0.803,     0.285,     0.387
   304.626,   644.776,   -75.040,     0.857,     0.308,     0.397
   306.039,   643.470,   -76.964,     0.884,     0.311,     0.425
   307.452,   642.164,   -78.889,     0.954,     0.315,     0.369
   308.865,   640.858,   -80.813,     0.932,     0.314,     0.369
   310.278,   639.552,   -82.737,     0.798,     0.346,     0.417
   311.691,   638.246,   -84.661,     0.788,     0.355,     0.394
   313.104,   636.940,   -86.585,     0.785,     0.345,     0.389
   314.517,   635.634,   -88.509,     0.794,     0.360,     0.410
   315.930,   634.328,   -90.433,     0.684,     0.343,     0.372
   317.343,   633.022,   -92.357,     0.645,     0.352,     0.391
   318.756,   631.716,   -94.281,     0.683,     0.341,     0.398
   320.169,   630.411,   -96.205,     0.661,     0.368,     0.395
   260.174,   725.833,    -0.000,     0.644,     0.291,     0.307
   259.947,   724.140,    -1.708,     0.621,     0.312,     0.312
   259.719,   722.448,    -3.415,     0.645,     0.321,     0.292
   259.492,   720.755,    -5.123,     0.626,     0.319,     0.283
   259.265,   719.063,    -6.830,     0.657,     0.316,     0.276
   259.038,   717.371,    -8.538,     0.660,     0.295,     0.272
   258.810,   715.678,   -10.246,     0.639,     0.291,     0.259
   258.583,   713.986,   -11.953,     0.609,     0.296,     0.274
   258.356,   712.293,   -13.661,     0.615,     0.286,     0.278
   258.129,   710.601,   -15.369,     0.611,     0.281,     0.268
   257.902,   708.908,   -17.076,     0.594,     0.286,     0.260
   257.674,   707.216,   -18.784,     0.589,     0.272,     0.283
   257.447,   705.524,   -20.491,     0.605,     0.264,     0.281
   257.220,   703.831,   -22.199,     0.638,     0.253,     0.281
   256.993,   702.139,   -23.907,     0.638,     0.273,     0.300
   256.766,   700.446,   -25.614,     0.624,     0.271,     0.298
   256.538,   698.754,   -27.322,     0.625,     0.277,     0.285
   256.311,   697.061,   -29.029,     0.615,     0.271,     0.269
   256.084,   695.369,   -30.737,     0.654,     0.280,     0.277
   255.857,   693.677,   -32.445,     0.638,     0.296,     0.272
   255.629,   691.984,   -34.152,     0.628,     0.273,     0.267
   255.402,   690.292,   -35.860,     0.589,     0.269,     0.258
   255.175,   688.599,   -37.567,     0.549,     0.292,     0.249
   254.948,   686.907,   -39.275,     0.597,     0.287,     0.227
   254.721,   685.214,   -40.983,     0.611,     0.299,     0.253
   254.493,   683.522,   -42.690,     0.622,     0.305,     0.272
   254.266,   681.830,   -44.398,     0.585,     0.284,     0.265
   254.039,   680.137,   -46.106,     0.556,     0.287,     0.271
   253.812,   678.445,   -47.813,     0.534,     0.285,     0.256
   253.585,   676.752,   -49.521,     0.539,     0.279,     0.248
   253.357,   675.060,   -51.228,     0.530,     0.283,     0.254
   253.130,   673.367,   -52.936,     0.561,     0.290,     0.263
   252.903,   671.675,   -54.644,     0.503,     0.282,     0.254
   252.676,   669.983,   -56.351,     0.512,     0.286,     0.244
   252.448,   668.290,   -58.059,     0.520,     0.262,     0.243
   252.221,   666.598,   -59.766,     0.570,     0.294,     0.249
   251.994,   664.905,   -61.474,     0.559,     0.297,     0.256
